gamma1,lambda1,delta,epsilon,NRow,NCol,FValue,W1
0.0139040417609664,0.014249975925753,49.2601992012192,84.2681430911326,3.41631032449533e-05,0.000100056971435914,-1.00265300733695e-10,1.55435648614165e-06
0.0260822957769003,0.0915787939354989,10.1343590359557,18.171120885715,0.000156766396826958,4.54386268343717e-06,2.7636896574534e-10,3.7367112044571e-06
0.000120207192254713,0.0752063785327172,29.753005768703,28.5740565682097,0.000117160455507616,7.59979700875483e-05,9.77774929703941e-11,4.73061900718758e-06
0.0274851159064827,0.0308055720202383,44.9280837003957,81.3916017688639,7.5481080777793e-05,7.925513474575e-05,-3.32681688711508e-11,1.93815414994061e-06
0.00394500668076417,0.0255315118973014,75.1918587307886,71.3558397419607,0.000104505950630474,5.22371203766272e-05,1.0468617652731e-10,2.75331812431895e-06
9.80824305298974e-05,0.0133837037142688,79.0391645295734,52.2991526427095,3.57388904979041e-05,6.67976893687729e-05,-3.80724975431723e-11,1.76795541270204e-06
0.00034234552942674,0.0842219477733794,31.6619703959298,90.7991766367097,0.000153466215927325,2.59004250749419e-05,2.7801435223941e-10,4.93796683029627e-06
0.00218582083831777,0.0101293393801612,13.1930876373562,46.7676889632923,4.10969989323551e-05,4.04104967017073e-06,4.77227802606628e-11,1.30826596576389e-06
0.0372812538877102,0.0153599006359745,95.7069417325502,69.2693568299022,0.000159076237356191,0.000114584075803143,-5.58801523565519e-11,3.74752440741835e-07
0.0392315629102647,0.0210892449488025,57.743578898665,96.2577491235764,0.000134921713643111,8.30691670750103e-05,-3.0103491386399e-11,4.65191140851459e-07
0.00014852831335955,0.0112250066402395,24.4377773585272,37.1638330706797,9.3546316652992e-05,4.26726683347875e-05,7.21893902514103e-11,1.46799693441059e-06
0.0408082855661701,0.0139488003200363,42.6477799185933,75.2370211332432,0.000124175324984166,6.62191713105427e-05,1.61838640226763e-11,5.78288384313756e-07
0.0371938254895312,0.0536252630409924,34.9852312187986,77.6712043262638,4.47274492879686e-05,2.68524494601097e-05,2.90707863535713e-11,3.35576882260655e-06
0.00142921297581355,0.0303584506945754,62.2633339108053,26.7067701440364,3.9643595523341e-05,3.91692549856996e-05,4.20517198562069e-12,3.00120989320332e-06
0.0125837885191369,0.0217803446969433,67.6779328877575,61.1541897406609,1.21648090657081e-05,0.000121323498192422,-1.77276020753105e-10,2.32735293334254e-06
0.000133238280784761,0.0172491240847066,20.6998271649363,15.500131175759,0.000101158550843452,0.000134046202498393,-4.16072141264123e-11,2.06529879030204e-06
0.000920987746825601,0.0282399033940995,12.8163085868232,71.4953429257053,0.000104893826998231,7.64074175254136e-05,5.21030553522281e-11,2.742496199312e-06
0.0279367949320078,0.0153267823300854,53.275079622147,70.1853311988678,4.51415161184684e-05,4.60879087152828e-05,-3.63044162567131e-12,1.64799846474453e-06
0.0119012339647616,0.0210986569674091,23.8692971628437,22.0779773856567,6.33159263648072e-05,0.000121259964411577,-9.42550648553174e-11,2.21567278361222e-06
0.0377961255995136,0.0183641775341644,93.3940400964542,90.3787042371543,9.70510207707404e-05,0.000117395743897527,-1.10053902869424e-10,6.29808212926728e-07
0.0046365196190677,0.0676203125350713,47.1006003086108,25.269792371068,1.41471425878542e-05,1.04757857022666e-05,7.27881307599344e-12,4.28358833140959e-06
6.39889582812873e-05,0.0497004186082338,46.3459582039273,58.9698962066934,5.95387210807671e-05,0.000158372062770747,-1.73991746114306e-10,4.03147752716312e-06
0.0176342876999046,0.0215544722551013,23.7855508430884,13.1152564385321,5.69742903725094e-05,6.34881625737357e-06,8.42709654662764e-11,2.30999573246015e-06
0.031692007323195,0.0380392978419879,88.7559737612226,83.310770198908,6.43027392301703e-05,0.000124465993978057,-1.40997841638508e-10,2.0433177754685e-06
0.00543469866408526,0.0194016293603309,88.9602010072918,63.5592219271121,7.49282012755993e-05,0.00015572042518338,-1.07601494511737e-10,2.30330181779536e-06
0.00937973127179248,0.0183641427852998,18.3560225474991,46.522033553634,2.24740698786025e-05,6.64204212889796e-05,-6.98229373680756e-11,2.03585234133358e-06
0.0084794446317389,0.0181928720643959,39.933317993278,67.9631688784651,5.77376612794928e-05,4.97242951426163e-05,1.36875252216645e-11,2.01688412084487e-06
0.000751019239672798,0.047542283293615,72.4142679732051,42.9708790555933,1.93772674871887e-05,9.66407954236836e-05,-1.41767484580468e-10,3.84980106873639e-06
0.00462811002388413,0.0330998899023107,25.3806190824053,99.9973297186804,6.82410452298494e-05,2.15603237900894e-05,8.37844003764621e-11,2.94279326489442e-06
0.000163128584511098,0.011933112489299,41.1330246237385,73.544070523535,2.66771042853611e-05,2.91591866441266e-05,-2.32533940364661e-12,1.52281384921848e-06
0.00656308861866457,0.0113722200612722,42.8563870347719,27.71214595201,5.13581552776572e-05,7.2757788155824e-05,-2.45934447867653e-11,1.48124948666673e-06
6.22972023095828e-05,0.0181438029016027,40.7494295480398,84.6615826616344,4.08423011908688e-05,5.20032994459968e-05,-1.44441716061413e-11,2.1177369795619e-06
0.000338640548749821,0.0275376844318823,92.3848940992531,37.22396777806,4.1350287187127e-05,7.62903743806339e-05,-5.02588267161461e-11,2.98154403805494e-06
6.87834850191821e-05,0.0192437238636705,25.4092369495989,57.0715901482774,8.40794184395728e-05,7.30801732704453e-06,1.26283986364736e-10,2.18627265862951e-06
9.78059662730545e-05,0.0477274080840624,27.4036069956463,66.2378149650813,0.000117582420795927,4.04076260197179e-06,2.25328664594966e-10,3.82858577988919e-06
0.0147687415100381,0.0890388511340152,96.9590466138842,10.4276060895877,1.65803450438971e-05,1.41510766177562e-05,6.42809340520774e-12,4.83266880676917e-06
0.00607373547195432,0.0594230705640257,51.4935508901367,79.7833450281601,0.000119289139559484,0.000117749263744928,-8.27619465578019e-13,3.62637357168274e-06
0.000446959779930427,0.0432652291889473,76.1390453898218,29.1156123610889,9.48198819664596e-05,0.000128474170001287,-2.55503931041439e-11,4.09055674663574e-06
0.0354516253324182,0.0566997925857568,17.8115812927106,28.3580697296481,4.0978758710524e-05,3.18562188420808e-05,1.58807130853864e-11,3.78408591994459e-06
6.34319767770581e-05,0.055823441148538,29.3801915094708,81.5321929881805,1.14143582924773e-05,0.000146825938797817,-2.59506470327984e-10,4.01162219594843e-06
0.00103562632952322,0.0385506010542805,61.3512921014985,34.2910392797732,9.88460075668245e-05,0.000143616944771392,-5.07382595087835e-11,3.72849564602308e-06
0.000697662493149777,0.0593002242514088,39.1209473515597,84.7712094773524,1.1666211154177e-05,9.33878091134085e-05,-1.57438993673887e-10,4.10474408210129e-06
0.00989738282353375,0.0246881335634671,96.1532057284013,99.7535261060696,2.06581360516449e-05,0.000108947252208677,-1.45914269636971e-10,2.56208576962499e-06
0.012149816191149,0.0402986148787674,63.1354148487131,45.5838542300378,0.000128180422893659,0.000133568347031703,-1.60413792157041e-11,2.89380315109265e-06
0.000181797462870065,0.0176779895894521,20.8127630843646,90.9678391382935,7.74262913869649e-05,0.00012077440655496,-6.1852763585902e-11,2.07509602134062e-06
0.0014732050255665,0.0195075260968746,34.9046556910566,57.7759052946143,8.80471624934694e-06,9.25094561242511e-05,-1.32427875030752e-10,2.19637724842386e-06
0.00108574692105137,0.0104552060610592,23.109858510586,17.4025566020486,0.000106685325015805,6.39929279946342e-05,6.07472273853596e-11,1.39011030104866e-06
0.00434419223183655,0.0222489577117937,74.7225776249153,47.669446042986,8.61819838316807e-06,6.81955222079294e-06,3.48031710034813e-12,2.36908590231291e-06
0.00671528573977065,0.0138610379233424,77.9630983349726,11.7013818425602,0.000127697077190124,7.92424773482543e-06,1.88053057867132e-10,1.87003004662189e-06
0.00918396141175979,0.0257949510859119,86.3133534431784,91.1369164860813,9.94436290595222e-05,4.85285308553212e-05,9.17747071797595e-11,2.47928002118674e-06
0.000336546621640488,0.0142255265429175,24.4788912103491,43.7463037118827,6.74383952371599e-05,0.000117666503661125,-6.70916694834487e-11,1.7783821762491e-06
0.00547114260642013,0.06745418719355,48.4237256795335,11.0659173377969,2.29054835717176e-05,4.88288773556299e-05,-4.94431090656314e-11,4.34915453196137e-06
0.00461598103954738,0.0548528918392906,82.1491517967262,55.1034982006988,9.91129185098694e-05,5.66272308054851e-05,1.03699949508938e-10,4.2551889486496e-06
0.000153746490074653,0.012556549304469,28.5746078291329,49.9045355398966,0.000133104325914838,8.92718484943253e-05,7.2721275138649e-11,1.65502826165929e-06
0.00011375304974306,0.0661657269620751,69.1243694783593,86.7199428605495,1.7560925860496e-05,3.06765560495192e-05,-2.47859648787359e-11,4.32578304398496e-06
0.00156337139094305,0.0168698650777269,36.1143007100976,55.0776545558874,0.000120100727926153,9.41352501138111e-05,5.17301252384791e-11,2.03585016109426e-06
0.0378618542985568,0.0127920853339929,71.7221964547333,20.097594187805,3.43216184465271e-05,6.84703522431184e-06,4.01584374630353e-11,1.60397623789097e-06
0.000524961174065695,0.0460019201940138,37.7912937239083,81.2261187249546,0.00011056669862721,0.00012812121515125,-1.33839901381965e-11,3.85483576607375e-06
0.00284953015528297,0.0900691590277501,94.8430184734993,94.1344191972365,0.000103425162915923,5.84866167340958e-05,1.21370024971175e-10,5.27866329260235e-06
0.000234642038391783,0.0652475876140594,31.5019292475845,87.0298917984229,3.20019881124076e-05,3.92333520538625e-05,-1.26956856090853e-11,4.2640324412053e-06
0.00896956088636569,0.042000337804844,72.8901856554642,23.9505947407094,8.64235186704337e-05,8.96730090693279e-05,1.24242963338539e-11,3.71251534617616e-06
0.000291242902616556,0.0212945638995042,22.5927852555547,17.3170522509574,7.41325487296151e-05,9.98796924191963e-05,-3.64175689016852e-11,2.36661472047938e-06
0.00164755969598627,0.0189394778554756,50.0663702163024,66.5435994559637,9.81403065927631e-05,4.83801490002666e-05,8.91386106902631e-11,2.23728246274664e-06
0.00625460909893682,0.0271879748105544,68.144127258017,18.7261068845607,3.03218249691255e-05,7.56108413039867e-05,-7.36786900457629e-11,2.82631074766918e-06
0.0235331336863568,0.0224024514305828,17.6605807063779,13.0089451591967,0.000124581341490742,9.40629965713643e-05,4.19573372099981e-11,2.13906724139681e-06
0.0377436833414689,0.0754673655677701,56.0812474961168,39.1249042776888,5.00422929286464e-05,0.000139342439906378,-1.88555553773049e-10,3.76100585688882e-06
0.00219086992787451,0.0101427213264603,32.4259639561087,68.054596581304,1.21534598073703e-05,2.72055450463035e-05,-1.84269780038378e-11,1.31928420646277e-06
0.000130269675949146,0.0497106261122356,43.7756155248587,62.5848484468659,9.77602592664263e-05,7.74516013543846e-05,5.54107166739269e-11,4.0441157274148e-06
0.000140233579936776,0.0217802623877741,63.0721531327672,70.4959287197603,4.13537066200659e-05,8.49140934394587e-05,-6.4113708812176e-11,2.49408121908306e-06
0.000296138428019695,0.0201829047249644,99.5664260623732,81.341993829871,0.000113903344531749,0.000133658698633688,2.34756591618587e-11,2.77853729806619e-06
0.016638791217886,0.0444734375842701,13.4516391354654,44.2174861963042,0.000150178286506082,0.000145530312170699,-6.43374455112541e-11,2.07187431543991e-06
0.000289611992311565,0.0833962028723462,33.9116593990661,17.1363984010668,0.000115951043953461,2.35660298883023e-07,2.45477091938517e-10,4.90013879978427e-06
0.0138619549322457,0.0781760604467535,37.1972034075269,49.0772665314507,8.67375280721545e-05,3.42895602759397e-05,1.01237450513214e-10,4.15609558359433e-06
0.000268871586953133,0.0993526208009445,28.5528887753707,80.6926460317707,0.000143833061912234,4.15992038506176e-05,2.26724539164487e-10,5.18455904492264e-06
0.0306733262485437,0.0118272531151553,67.0329819553909,37.439355670793,0.000118612461860229,0.000103273316334772,-1.95586298242444e-12,1.02615861505459e-06
0.000560946318764681,0.0134777880930658,74.402415806307,76.0628676279171,7.7870663722687e-05,0.000153029278791706,-7.98519931305648e-11,1.91092430417983e-06
0.000194426633144999,0.0958447282306352,58.1952601325144,19.0177459743731,9.25019182884956e-05,0.000129566103227768,-4.67728459885939e-11,5.4447601737708e-06
0.000283283694852396,0.012309553182725,16.7153952745041,25.5490372336971,0.000143489774239868,9.79178497010112e-05,7.16771850549637e-11,1.58702305342462e-06
0.00352455289593434,0.0485465820187973,23.8023553861179,93.2604005336422,7.15367886999573e-06,5.29652961285034e-05,-8.68401430718115e-11,3.67906887013716e-06
0.00131472993371539,0.0849111653431956,71.5291893674436,80.958024357836,2.04226108637355e-05,6.5784391700414e-05,-8.82062059537808e-11,4.80653625293054e-06
0.000567477341534392,0.013861696026202,40.0402803049722,80.0943615605005,1.74090350355933e-05,9.35981488553847e-05,-1.0717472594939e-10,1.73737756789827e-06
0.0155401743875422,0.0766329693456667,85.7786368061681,88.9575631095491,7.600236251676e-05,5.65708322353149e-05,3.58280259790036e-11,3.97476809560654e-06
0.00284945811668132,0.010465547695619,95.3192986653013,91.8748841970831,0.000135436831959516,6.37319726540174e-05,1.15050840375062e-10,1.50773721403059e-06
0.00222915788387034,0.0220133377307671,77.6515497786262,93.7347402770842,0.000116913223143383,3.9275870085385e-07,2.0782033149059e-10,2.54230496693981e-06
0.0282196092457463,0.017310359507685,12.4470741951467,46.3605147563595,9.98123973293628e-05,0.000108047447721267,-5.39951923100589e-11,1.20011320503759e-06
0.000360153019974237,0.0965081523135717,76.9689773396821,36.02344887849,0.000159948736805511,0.000147949566178207,1.25902309863553e-10,6.19314477015677e-06
0.00934481464773063,0.0702421671370941,40.3080241243808,79.1838390209314,0.00013858632214455,0.000158841237520386,-9.0751175950818e-11,2.88933774707544e-06
0.00912341199492684,0.0623033783259491,82.1217017398664,94.9492359747576,9.8926786649899e-06,3.74385098814987e-05,-5.33646725057386e-11,4.1797077658941e-06
0.000692321063932178,0.0794836983861522,25.0212818759538,35.1456997986137,2.83381702323525e-05,0.000139830030650532,-2.20057205029573e-10,4.61342869892712e-06
0.00252600919151856,0.0602704895030763,67.30193307165,43.4017396183818,0.000120479356995436,0.000112229913090061,5.23419187425916e-11,4.57111278295858e-06
8.44370152347626e-05,0.0686294900121076,22.8917550899256,34.5893118093858,9.62028702294848e-07,1.44337222171647e-05,-2.68378742425965e-11,4.25848203919578e-06
7.25805676260264e-05,0.0209456221336779,83.8100823691774,52.6185296173737,0.000119753558067091,7.43771849053875e-06,2.04213879033565e-10,2.59747583037693e-06
0.00195597213443944,0.0553026033322353,26.0632990741377,96.4489782854515,0.000113519546950576,0.00013950215733497,-4.83812886824469e-11,3.79732567495138e-06
0.0108760625004496,0.0461842914334228,26.1438692815254,19.1581094054446,4.96739623916106e-05,0.000152612105997973,-1.92093577010273e-10,3.58336299924658e-06
0.0316958247564596,0.0194618307146453,23.6508308635024,58.6580208086561,0.000155585799769296,0.000153952562312582,-1.47052818580708e-10,4.76387072561685e-07
0.000122655952604132,0.0217456419520848,49.1159730500561,37.677786961548,9.54544710074702e-05,2.02153689601405e-05,1.33356665117821e-10,2.48331477688694e-06
0.00254355414498959,0.0810283619076546,89.2000232215957,23.6485716103969,7.17796164054256e-05,0.000117932879757439,-6.42540925816034e-11,5.24476540883297e-06
0.00127979947451092,0.0107708748678156,54.9567932406197,48.0360255736593,0.000128937394459494,0.000156092858554131,-6.74962449875139e-12,1.55361994722982e-06
5.42845463515061e-05,0.0497001532588034,61.1211950617005,39.179032442006,6.87356267501231e-05,5.86841239480555e-05,3.14635433136494e-11,4.05079705206065e-06
0.000513260612087183,0.0161722265251902,17.8802813355713,60.0766170063285,3.49685546325581e-05,8.14359652820694e-05,-6.90063158145956e-11,1.90597261242085e-06
0.000153291095847993,0.0667036127268352,49.9559899272684,26.5996118459341,5.68290848688375e-05,5.04709229450623e-05,2.00313253971084e-11,4.47395930449147e-06
0.0120732342307736,0.016528455152694,73.4114077590147,29.3412745655643,9.52996082675483e-05,2.03897482836434e-05,1.22387531315834e-10,2.01060689361354e-06
0.000429155942415775,0.012578889526277,98.3625133124982,60.873544752078,0.000100995461412969,0.000130835871868167,-6.78255721163454e-13,1.92452972410272e-06
0.00192561478071066,0.0416395297712349,42.2297559512413,91.7782241424905,3.65162083206845e-05,0.00011928502621556,-1.49340065787944e-10,3.51001439740891e-06
0.000157005979574833,0.0127003234793979,20.3786567498594,72.9909731337328,2.94577743936515e-06,9.5431217599996e-05,-1.28860453741285e-10,1.58950831413964e-06
0.0031982751856785,0.0629595773012844,33.411244885061,89.6915983751855,0.000107364201036575,9.2090029057267e-05,3.14507724325364e-11,3.99104015080043e-06
