gamma1,lambda1,delta,epsilon,NRow,NCol,FValue,W1
0.0139040417609664,0.014249975925753,49.2601992012192,84.2681430911326,0.0012768218434313,0.00288563821511297,-7.67048490371211e-09,1.3199609519835e-09
0.0260822957769003,0.0915787939354989,10.1343590359557,18.171120885715,0.000756424801268194,0.00112423420017229,-2.44498587928295e-09,4.18110514070722e-08
0.000120207192254713,0.0752063785327172,29.753005768703,28.5740565682097,0.000487060271930404,0.000704312160411798,3.21596169960548e-12,5.97428718772183e-06
0.0274851159064827,0.0308055720202383,44.9280837003957,81.3916017688639,0.000473532270788813,0.000812092265272217,-1.92950603078125e-09,2.11127204504431e-09
0.00394500668076417,0.0255315118973014,75.1918587307886,71.3558397419607,0.00147024080956673,0.00288673331211224,-6.8989165950799e-09,1.36981008204082e-07
9.80824305298974e-05,0.0133837037142688,79.0391645295734,52.2991526427095,0.000521404896419493,0.000357245462782775,7.30425121564808e-10,2.7077826197142e-06
0.00034234552942674,0.0842219477733794,31.6619703959298,90.7991766367097,0.00132762881174312,0.00105068158288858,1.27606434437484e-10,1.84542816218951e-06
0.00218582083831777,0.0101293393801612,13.1930876373562,46.7676889632923,0.000531189157311796,0.00190000683220431,-3.77093101428802e-09,1.58924830821711e-08
0.0372812538877102,0.0153599006359745,95.7069417325502,69.2693568299022,0.00125062659152505,0.000987414748255787,-2.42766858034765e-09,3.24425227003969e-09
0.0392315629102647,0.0210892449488025,57.743578898665,96.2577491235764,0.000679597488621,0.00101869356231223,-2.59414229745095e-09,6.18513466108527e-11
0.00014852831335955,0.0112250066402395,24.4377773585272,37.1638330706797,0.000697104820760071,0.000227659086752939,7.8519739666244e-10,1.72862384785256e-06
0.0408082855661701,0.0139488003200363,42.6477799185933,75.2370211332432,0.000427754802141593,0.00128423060187478,-3.3195287318399e-09,2.90390579351104e-11
0.0371938254895312,0.0536252630409924,34.9852312187986,77.6712043262638,0.000506145782766199,0.0017943111141517,-4.7728747898428e-09,4.47689867549779e-11
0.00142921297581355,0.0303584506945754,62.2633339108053,26.7067701440364,0.000618688471067257,0.000653329591169175,5.99409484476132e-10,3.78390378987365e-06
0.0125837885191369,0.0217803446969433,67.6779328877575,61.1541897406609,0.000453062733929036,0.000931736360967958,-1.98495271790795e-09,1.17401097351246e-08
0.000133238280784761,0.0172491240847066,20.6998271649363,15.500131175759,0.000867868771200484,0.00245400848020387,-1.02545523330871e-09,2.9587122555896e-06
0.000920987746825601,0.0282399033940995,12.8163085868232,71.4953429257053,0.000265459414857826,0.00111577007790626,-1.72121244063461e-09,1.58137613015865e-06
0.0279367949320078,0.0153267823300854,53.275079622147,70.1853311988678,0.000900739389895905,0.000227362379960339,-3.02382130041715e-10,1.83046060813697e-09
0.0119012339647616,0.0210986569674091,23.8692971628437,22.0779773856567,0.000147662693115814,0.000310513641444893,-3.13297446836148e-10,1.68228117051377e-06
0.0377961255995136,0.0183641775341644,93.3940400964542,90.3787042371543,0.000380450818492145,0.000155202921434343,-1.79237522620038e-10,2.26221597958201e-08
0.0046365196190677,0.0676203125350713,47.1006003086108,25.269792371068,0.00115412211648163,0.00142920771026553,-2.29678682356266e-09,1.89047904721444e-07
6.39889582812873e-05,0.0497004186082338,46.3459582039273,58.9698962066934,0.000309103196402156,0.000109372805770658,5.33266269733738e-10,4.76404530040834e-06
0.0176342876999046,0.0215544722551013,23.7855508430884,13.1152564385321,0.000109407678313746,0.00112244119460517,-2.168986891374e-09,4.10327842573818e-07
0.031692007323195,0.0380392978419879,88.7559737612226,83.310770198908,0.00101063490529541,0.000437900920514405,-9.05487949442121e-10,6.96943469212435e-10
0.00543469866408526,0.0194016293603309,88.9602010072918,63.5592219271121,0.000410709545885981,0.00259098777616707,-6.1676393597618e-09,1.33066206345407e-09
0.00937973127179248,0.0183641427852998,18.3560225474991,46.522033553634,0.00148053299612403,0.000149106455105244,2.25150092111208e-10,1.23657657816999e-08
0.0084794446317389,0.0181928720643959,39.933317993278,67.9631688784651,0.00163008469221519,0.000620581785755502,-1.08027671924689e-09,1.6684392616295e-09
0.000751019239672798,0.047542283293615,72.4142679732051,42.9708790555933,0.00114291904717881,0.00111236395189539,1.82655420241034e-09,3.33238803026047e-06
0.00462811002388413,0.0330998899023107,25.3806190824053,99.9973297186804,0.000429411271082953,0.00091433740298824,-1.84144647885095e-09,1.01029118829801e-07
0.000163128584511098,0.011933112489299,41.1330246237385,73.544070523535,0.000793544255340634,0.00336865989122623,-1.8853349811691e-09,1.40052263033154e-06
0.00656308861866457,0.0113722200612722,42.8563870347719,27.71214595201,0.00041835429416503,0.000254043820167383,1.5501858541978e-10,9.00785983968084e-07
6.22972023095828e-05,0.0181438029016027,40.7494295480398,84.6615826616344,0.000373622279374519,0.000375790765269873,2.04096781340011e-10,2.69557031188677e-06
0.000338640548749821,0.0275376844318823,92.3848940992531,37.22396777806,0.00101462704521959,0.000883095531760076,3.36916509254195e-09,5.59121452715293e-06
6.87834850191821e-05,0.0192437238636705,25.4092369495989,57.0715901482774,0.00149020382861182,0.00145657348947676,1.71316359481694e-09,3.2360061007824e-06
9.78059662730545e-05,0.0477274080840624,27.4036069956463,66.2378149650813,0.00135731268407471,0.00164184809538243,1.31319437498805e-09,5.09864338913679e-06
0.0147687415100381,0.0890388511340152,96.9590466138842,10.4276060895877,0.00172662243178352,0.00259961396241007,-5.33806925660205e-09,9.6863140323539e-09
0.00607373547195432,0.0594230705640257,51.4935508901367,79.7833450281601,0.000814019970078049,0.00258138169908417,-6.43772425969158e-09,2.33853882428623e-09
0.000446959779930427,0.0432652291889473,76.1390453898218,29.1156123610889,0.00253281898646562,0.000890118991985247,1.0063524348269e-08,6.2976988946967e-07
0.0354516253324182,0.0566997925857568,17.8115812927106,28.3580697296481,0.000215684328551775,0.000601867473589433,-1.22541705172833e-09,3.24032851715477e-07
6.34319767770581e-05,0.055823441148538,29.3801915094708,81.5321929881805,0.000777798261762753,0.00126896364461049,1.26683578679052e-10,5.77180541166066e-06
0.00103562632952322,0.0385506010542805,61.3512921014985,34.2910392797732,0.00181851471517591,0.00103469518030607,1.46061385334716e-09,6.01647577481888e-07
0.000697662493149777,0.0593002242514088,39.1209473515597,84.7712094773524,0.000304615890557007,0.000628636387170391,-5.25047140023207e-10,4.1363003993701e-06
0.00989738282353375,0.0246881335634671,96.1532057284013,99.7535261060696,0.00174297534115362,0.00133026632471365,-3.13909515653893e-09,6.26148850235093e-08
0.012149816191149,0.0402986148787674,63.1354148487131,45.5838542300378,0.00144807118479689,0.00163498990493957,-3.81347472751422e-09,9.43351918398283e-10
0.000181797462870065,0.0176779895894521,20.8127630843646,90.9678391382935,0.000395511671456921,0.00101484668654409,-8.20321728855485e-10,2.12900923798107e-06
0.0014732050255665,0.0195075260968746,34.9046556910566,57.7759052946143,0.00119649000084229,0.000672780357528672,-1.38088201444174e-10,2.68131694589215e-07
0.00108574692105137,0.0104552060610592,23.109858510586,17.4025566020486,0.00216036635502379,0.000433749441142063,2.15279727602038e-09,7.76186227534264e-07
0.00434419223183655,0.0222489577117937,74.7225776249153,47.669446042986,0.000307553829946632,0.000426488196979615,-1.97353498442396e-10,1.65799272159812e-06
0.00671528573977065,0.0138610379233424,77.9630983349726,11.7013818425602,0.00107243437476558,0.000473584510233621,1.07729482142923e-09,8.89506850450346e-07
0.00918396141175979,0.0257949510859119,86.3133534431784,91.1369164860813,0.000315392370641709,0.000784119887068434,-1.58740695226902e-09,5.25525525124425e-08
0.000336546621640488,0.0142255265429175,24.4788912103491,43.7463037118827,0.00125819513462245,0.00108104486501941,5.63291846784645e-10,1.56287608458085e-06
0.00547114260642013,0.06745418719355,48.4237256795335,11.0659173377969,9.18777690568894e-05,0.000274933106720638,-3.26410460353184e-10,4.69638048945687e-06
0.00461598103954738,0.0548528918392906,82.1491517967262,55.1034982006988,0.00120762586736774,0.000870142041609043,-1.21379631534136e-09,6.57595519505936e-08
0.000153746490074653,0.012556549304469,28.5746078291329,49.9045355398966,0.00175602811168135,0.00022396068725949,2.89668551692169e-09,2.13032703707003e-06
0.00011375304974306,0.0661657269620751,69.1243694783593,86.7199428605495,0.000467949266596651,0.00155737555421731,-1.58041275654191e-10,7.95094285690756e-06
0.00156337139094305,0.0168698650777269,36.1143007100976,55.0776545558874,0.00198523207218764,0.000775801035583675,-3.38138361708828e-10,3.72568251752492e-08
0.0378618542985568,0.0127920853339929,71.7221964547333,20.097594187805,0.00177745265919075,0.00076522506744922,-1.51652824486601e-09,5.04210858431204e-07
0.000524961174065695,0.0460019201940138,37.7912937239083,81.2261187249546,0.000849701652985507,0.00114441851955794,-6.55891517197373e-10,1.98437013625483e-06
0.00284953015528297,0.0900691590277501,94.8430184734993,94.1344191972365,0.00175168044530931,0.000209515778663548,5.79137076077552e-10,3.52273436473469e-08
0.000234642038391783,0.0652475876140594,31.5019292475845,87.0298917984229,0.00170941537752159,0.00309945271795339,-3.97992452850084e-09,7.56609365439533e-07
0.00896956088636569,0.042000337804844,72.8901856554642,23.9505947407094,0.000754805905316526,0.000317455879265298,2.80443855887489e-10,5.69223355519183e-07
0.000291242902616556,0.0212945638995042,22.5927852555547,17.3170522509574,0.000686972088900437,0.000886741589277125,1.04468125481863e-10,2.93920103205084e-06
0.00164755969598627,0.0189394778554756,50.0663702163024,66.5435994559637,0.00136674573756433,0.000504168997659976,2.59076370647151e-10,1.5993446564607e-07
0.00625460909893682,0.0271879748105544,68.144127258017,18.7261068845607,0.000738166163418936,0.00134767055247695,-1.86680734034847e-09,2.65129437896138e-07
0.0235331336863568,0.0224024514305828,17.6605807063779,13.0089451591967,0.000172732016680487,0.00103735602927049,-2.0610870912501e-09,2.47626772498242e-07
0.0377436833414689,0.0754673655677701,56.0812474961168,39.1249042776888,0.000369746552623795,0.000329494136455033,-5.3135144913274e-10,1.58485672881883e-07
0.00219086992787451,0.0101427213264603,32.4259639561087,68.054596581304,0.000272995923627349,0.000579718266407848,-5.59917422440661e-10,6.0266577120653e-07
0.000130269675949146,0.0497106261122356,43.7756155248587,62.5848484468659,0.000853600480379429,0.0022469055717223,2.08380954661457e-11,6.41291835668414e-06
0.000140233579936776,0.0217802623877741,63.0721531327672,70.4959287197603,0.000916016046827165,0.00050106716111986,2.04278095058178e-09,4.12851380841943e-06
0.000296138428019695,0.0201829047249644,99.5664260623732,81.341993829871,4.22324742215544e-05,0.00173143562451138,-1.45090343645506e-09,3.97410301144891e-06
0.016638791217886,0.0444734375842701,13.4516391354654,44.2174861963042,0.000286621474840024,0.00112731838665284,-2.58279881909545e-09,6.35350369694529e-08
0.000289611992311565,0.0833962028723462,33.9116593990661,17.1363984010668,0.000291966130738215,0.000380513042358429,-1.38050452807229e-11,5.66656304760403e-06
0.0138619549322457,0.0781760604467535,37.1972034075269,49.0772665314507,0.00118748564040812,0.00235986927420035,-5.98062629071625e-09,6.29928228155388e-10
0.000268871586953133,0.0993526208009445,28.5528887753707,80.6926460317707,0.00148054526534695,0.000230622521893882,2.61981396622463e-09,3.1453469749566e-06
0.0306733262485437,0.0118272531151553,67.0329819553909,37.439355670793,0.00209896802282923,0.000585439012324052,-1.15094754222308e-09,2.20858217121971e-07
0.000560946318764681,0.0134777880930658,74.402415806307,76.0628676279171,0.000793140531644094,0.000403458398405687,1.15814389588293e-09,2.34766615387457e-06
0.000194426633144999,0.0958447282306352,58.1952601325144,19.0177459743731,0.000627813798290094,0.000693351790965201,1.47693882145749e-09,8.98999151046424e-06
0.000283283694852396,0.012309553182725,16.7153952745041,25.5490372336971,0.00103550395450492,0.000653097495256934,7.82497146978092e-10,1.73748998890469e-06
0.00352455289593434,0.0485465820187973,23.8023553861179,93.2604005336422,0.00131726715104493,0.00216709057860887,-5.15041158015631e-09,3.42413669176636e-09
0.00131472993371539,0.0849111653431956,71.5291893674436,80.958024357836,0.00277553306694916,0.000481761298739445,6.8718912678647e-10,2.95886071717676e-08
0.000567477341534392,0.013861696026202,40.0402803049722,80.0943615605005,0.00127209399667641,0.000914128110177608,1.20504538277529e-10,4.9135909991885e-07
0.0155401743875422,0.0766329693456667,85.7786368061681,88.9575631095491,0.00290882984007084,0.00127541873644302,-3.09803332670901e-09,7.08601194846981e-08
0.00284945811668132,0.010465547695619,95.3192986653013,91.8748841970831,0.000831799199811203,0.00065772016534438,-6.05013791526023e-10,3.94533960727414e-08
0.00222915788387034,0.0220133377307671,77.6515497786262,93.7347402770842,0.000586328471395029,5.90209059510597e-05,8.34992748728802e-10,1.35938635395273e-06
0.0282196092457463,0.017310359507685,12.4470741951467,46.3605147563595,0.000335177771691543,0.000570381133285444,-1.18393480043044e-09,2.66538251356136e-08
